# Simulated MCMC Chain Data for UAT Framework (H0, k_early, omega_b, log_likelihood)
H0	k_early	omega_b	log_likelihood 
7.215237e+01	9.682941e-01	2.259064e-02	-1.451577e+03
7.347362e+01	9.780005e-01	2.251402e-02	-1.451004e+03
7.424105e+01	9.586747e-01	2.226679e-02	-1.451957e+03
7.379221e+01	9.633558e-01	2.261801e-02	-1.450427e+03
7.255343e+01	9.565360e-01	2.242714e-02	-1.451392e+03
7.183940e+01	9.586618e-01	2.240456e-02	-1.449938e+03
7.306979e+01	9.861674e-01	2.243952e-02	-1.450384e+03
7.386023e+01	9.564497e-01	2.258373e-02	-1.448995e+03
7.195490e+01	9.579052e-01	2.259827e-02	-1.448092e+03
7.250693e+01	9.479257e-01	2.250112e-02	-1.451865e+03
7.365041e+01	9.585865e-01	2.257447e-02	-1.448805e+03
7.348122e+01	9.673049e-01	2.233791e-02	-1.451429e+03
7.293877e+01	9.753316e-01	2.264281e-02	-1.450865e+03
7.412737e+01	9.607770e-01	2.239535e-02	-1.449701e+03
7.278479e+01	9.622142e-01	2.242603e-02	-1.450490e+03
7.401379e+01	9.587735e-01	2.232006e-02	-1.450027e+03
7.207822e+01	9.690490e-01	2.224330e-02	-1.450972e+03
7.340847e+01	9.703757e-01	2.242103e-02	-1.450291e+03
7.324224e+01	9.596643e-01	2.250662e-02	-1.451239e+03
7.214286e+01	9.533952e-01	2.227986e-02	-1.449869e+03
7.232759e+01	9.788369e-01	2.252576e-02	-1.451168e+03
7.226465e+01	9.675892e-01	2.237840e-02	-1.451426e+03
7.355070e+01	9.662591e-01	2.227041e-02	-1.449703e+03
7.416701e+01	9.638247e-01	2.232932e-02	-1.450147e+03
7.268629e+01	9.759140e-01	2.255346e-02	-1.450240e+03
7.393708e+01	9.785174e-01	2.248716e-02	-1.450624e+03
7.297998e+01	9.657979e-01	2.250567e-02	-1.450459e+03
7.170246e+01	9.604022e-01	2.238740e-02	-1.450138e+03
7.352723e+01	9.849963e-01	2.258431e-02	-1.450423e+03
7.229840e+01	9.855329e-01	2.275800e-02	-1.449358e+03
7.292067e+01	9.501157e-01	2.235874e-02	-1.449536e+03
7.415298e+01	9.832055e-01	2.256530e-02	-1.448615e+03
7.342756e+01	9.764400e-01	2.241110e-02	-1.450694e+03
7.270723e+01	9.604483e-01	2.258696e-02	-1.449483e+03
7.296759e+01	9.760713e-01	2.251180e-02	-1.448936e+03
7.275357e+01	9.691476e-01	2.240245e-02	-1.450876e+03
7.273142e+01	9.800816e-01	2.236703e-02	-1.451400e+03
7.232743e+01	9.458756e-01	2.230201e-02	-1.450347e+03
7.377318e+01	9.642415e-01	2.239314e-02	-1.449962e+03
7.169698e+01	9.457062e-01	2.246111e-02	-1.449061e+03
7.381105e+01	9.763424e-01	2.229173e-02	-1.451111e+03
7.228439e+01	9.560829e-01	2.240062e-02	-1.450076e+03
7.314423e+01	9.831943e-01	2.258591e-02	-1.450102e+03
7.227881e+01	9.541529e-01	2.241986e-02	-1.451434e+03
7.308192e+01	9.730979e-01	2.243250e-02	-1.449573e+03
7.273745e+01	9.625485e-01	2.250539e-02	-1.449953e+03
7.440710e+01	9.708006e-01	2.254675e-02	-1.450957e+03
7.305547e+01	9.890701e-01	2.240703e-02	-1.449229e+03
7.226309e+01	9.435794e-01	2.242831e-02	-1.450599e+03
7.510447e+01	9.663744e-01	2.246120e-02	-1.449668e+03
7.376024e+01	9.916332e-01	2.249885e-02	-1.450351e+03
7.354350e+01	9.756969e-01	2.236563e-02	-1.449124e+03
7.390853e+01	9.651375e-01	2.255762e-02	-1.450914e+03
7.462370e+01	9.662762e-01	2.226061e-02	-1.451175e+03
7.315116e+01	9.408180e-01	2.221530e-02	-1.449987e+03
7.262434e+01	9.666147e-01	2.261881e-02	-1.449358e+03
7.225509e+01	9.665658e-01	2.237412e-02	-1.450523e+03
7.349680e+01	9.543196e-01	2.239534e-02	-1.450441e+03
7.300000e+01	9.490890e-01	2.215855e-02	-1.449290e+03
7.378281e+01	9.454631e-01	2.266652e-02	-1.449405e+03
7.347539e+01	9.638808e-01	2.262519e-02	-1.449185e+03
7.442702e+01	9.642989e-01	2.237142e-02	-1.449924e+03
7.314807e+01	9.777072e-01	2.245755e-02	-1.451725e+03
7.374305e+01	9.641453e-01	2.246893e-02	-1.451404e+03
7.257327e+01	9.643972e-01	2.234040e-02	-1.451460e+03
7.270860e+01	9.698383e-01	2.225110e-02	-1.448033e+03
7.399241e+01	9.779964e-01	2.251612e-02	-1.450442e+03
7.273273e+01	9.792959e-01	2.235864e-02	-1.450938e+03
7.318799e+01	9.634237e-01	2.256706e-02	-1.449880e+03
7.384978e+01	9.741353e-01	2.236042e-02	-1.450205e+03
7.273282e+01	9.742423e-01	2.242125e-02	-1.451574e+03
7.239165e+01	9.684521e-01	2.267681e-02	-1.449215e+03
7.110494e+01	9.649703e-01	2.235753e-02	-1.450851e+03
7.376157e+01	9.793434e-01	2.232165e-02	-1.450252e+03
7.278531e+01	9.634556e-01	2.231788e-02	-1.449917e+03
7.244768e+01	9.739165e-01	2.271818e-02	-1.451304e+03
7.236393e+01	9.686026e-01	2.248121e-02	-1.449671e+03
7.401819e+01	9.516101e-01	2.243840e-02	-1.449049e+03
7.409609e+01	9.460814e-01	2.236400e-02	-1.449739e+03
7.443609e+01	9.471273e-01	2.242728e-02	-1.452677e+03
7.364727e+01	9.799107e-01	2.254545e-02	-1.450119e+03
7.153573e+01	9.755386e-01	2.208846e-02	-1.450563e+03
7.345333e+01	9.778687e-01	2.235991e-02	-1.449162e+03
7.183730e+01	9.546763e-01	2.253754e-02	-1.449856e+03
7.309061e+01	9.622310e-01	2.245925e-02	-1.451024e+03
7.352241e+01	9.863298e-01	2.204814e-02	-1.450571e+03
7.355766e+01	9.563309e-01	2.271095e-02	-1.448949e+03
7.359063e+01	9.685055e-01	2.246054e-02	-1.451904e+03
7.174487e+01	9.741805e-01	2.229451e-02	-1.448981e+03
7.359726e+01	9.507580e-01	2.242052e-02	-1.451257e+03
7.259307e+01	9.750720e-01	2.246347e-02	-1.449296e+03
7.323999e+01	9.583158e-01	2.257815e-02	-1.451524e+03
7.127783e+01	9.778987e-01	2.246358e-02	-1.449598e+03
7.372279e+01	9.655776e-01	2.245649e-02	-1.449290e+03
7.390481e+01	9.641632e-01	2.240534e-02	-1.450484e+03
7.246293e+01	9.759425e-01	2.228489e-02	-1.451078e+03
7.324397e+01	9.668094e-01	2.245504e-02	-1.449272e+03
7.256747e+01	9.679569e-01	2.245788e-02	-1.450393e+03
7.352592e+01	9.559089e-01	2.242412e-02	-1.449543e+03
7.254901e+01	9.627812e-01	2.224431e-02	-1.450119e+03
7.339234e+01	9.692576e-01	2.249445e-02	-1.451084e+03
7.276315e+01	9.819140e-01	2.245466e-02	-1.450182e+03
7.449955e+01	9.478628e-01	2.250469e-02	-1.449488e+03
7.293646e+01	9.640294e-01	2.243147e-02	-1.450192e+03
7.291608e+01	9.475048e-01	2.211064e-02	-1.450443e+03
7.188859e+01	9.930072e-01	2.243914e-02	-1.447800e+03
7.341051e+01	9.783962e-01	2.249434e-02	-1.450586e+03
7.484370e+01	9.509934e-01	2.212950e-02	-1.449626e+03
7.246553e+01	9.675154e-01	2.236416e-02	-1.448650e+03
7.409866e+01	9.786631e-01	2.255076e-02	-1.450322e+03
7.271424e+01	9.881951e-01	2.271847e-02	-1.449515e+03
7.283216e+01	9.712185e-01	2.258539e-02	-1.450325e+03
7.333932e+01	9.705155e-01	2.243562e-02	-1.449850e+03
7.217643e+01	9.559033e-01	2.228269e-02	-1.450037e+03
7.177333e+01	9.634335e-01	2.247692e-02	-1.449277e+03
7.274548e+01	9.754230e-01	2.246328e-02	-1.448966e+03
7.258792e+01	9.553357e-01	2.236423e-02	-1.451406e+03
7.277156e+01	9.462837e-01	2.249869e-02	-1.450341e+03
7.274907e+01	9.672035e-01	2.245151e-02	-1.449511e+03
7.380325e+01	9.707520e-01	2.221019e-02	-1.449669e+03
7.393376e+01	9.749455e-01	2.236455e-02	-1.451120e+03
7.256141e+01	9.836215e-01	2.247260e-02	-1.451317e+03
7.538793e+01	9.541734e-01	2.246148e-02	-1.451635e+03
7.334880e+01	9.853543e-01	2.236322e-02	-1.449225e+03
7.271249e+01	9.469757e-01	2.238538e-02	-1.450015e+03
7.250586e+01	9.449185e-01	2.219641e-02	-1.449680e+03
7.467794e+01	9.734494e-01	2.228668e-02	-1.450861e+03
7.243123e+01	9.671427e-01	2.236617e-02	-1.448106e+03
7.128391e+01	9.778474e-01	2.252075e-02	-1.449708e+03
7.425080e+01	9.583543e-01	2.238512e-02	-1.450979e+03
7.208247e+01	9.957033e-01	2.221130e-02	-1.449704e+03
7.311074e+01	9.417614e-01	2.223318e-02	-1.449704e+03
7.477693e+01	9.500944e-01	2.212299e-02	-1.452230e+03
7.266460e+01	9.685154e-01	2.237886e-02	-1.449614e+03
7.199047e+01	9.847608e-01	2.237884e-02	-1.449935e+03
7.263835e+01	9.590412e-01	2.258857e-02	-1.451359e+03
7.403342e+01	9.638407e-01	2.239748e-02	-1.450713e+03
7.283634e+01	9.695381e-01	2.270194e-02	-1.449642e+03
7.186482e+01	9.744022e-01	2.233338e-02	-1.449958e+03
7.267385e+01	9.456274e-01	2.245606e-02	-1.450067e+03
7.283212e+01	9.796490e-01	2.245949e-02	-1.450856e+03
7.256728e+01	9.686489e-01	2.250349e-02	-1.450930e+03
7.326943e+01	9.540580e-01	2.222875e-02	-1.449748e+03
7.347285e+01	9.807197e-01	2.243548e-02	-1.450717e+03
7.218668e+01	9.615982e-01	2.247584e-02	-1.450607e+03
7.414734e+01	9.532816e-01	2.242385e-02	-1.451349e+03
7.279091e+01	9.509909e-01	2.242284e-02	-1.449308e+03
7.151535e+01	9.829842e-01	2.230132e-02	-1.449454e+03
7.229844e+01	9.787490e-01	2.227115e-02	-1.448360e+03
7.433695e+01	9.753652e-01	2.258787e-02	-1.451909e+03
7.294497e+01	9.759396e-01	2.251006e-02	-1.449830e+03
7.252800e+01	9.781205e-01	2.241861e-02	-1.451465e+03
7.266010e+01	9.825420e-01	2.275256e-02	-1.449393e+03
7.212246e+01	9.796566e-01	2.258309e-02	-1.451583e+03
7.176334e+01	9.453614e-01	2.245286e-02	-1.448391e+03
7.222376e+01	9.861347e-01	2.220374e-02	-1.450552e+03
7.278453e+01	9.917145e-01	2.249949e-02	-1.451287e+03
7.233156e+01	9.539015e-01	2.239154e-02	-1.448926e+03
7.343919e+01	9.666791e-01	2.227118e-02	-1.449815e+03
7.306312e+01	9.555999e-01	2.254348e-02	-1.450221e+03
7.380424e+01	9.614227e-01	2.240115e-02	-1.449437e+03
7.348140e+01	9.627346e-01	2.239485e-02	-1.448914e+03
7.278046e+01	9.527390e-01	2.217350e-02	-1.449682e+03
7.406443e+01	9.546266e-01	2.270376e-02	-1.451103e+03
7.276000e+01	9.663996e-01	2.241502e-02	-1.449689e+03
7.269952e+01	9.669376e-01	2.248131e-02	-1.450163e+03
7.331714e+01	9.623866e-01	2.247432e-02	-1.448614e+03
7.342407e+01	9.300271e-01	2.237784e-02	-1.451985e+03
7.269532e+01	9.637756e-01	2.236549e-02	-1.451972e+03
7.225450e+01	9.690886e-01	2.225706e-02	-1.450864e+03
7.164083e+01	9.706745e-01	2.255506e-02	-1.449772e+03
7.090796e+01	9.877330e-01	2.264388e-02	-1.450030e+03
7.370743e+01	9.638196e-01	2.234174e-02	-1.451753e+03
7.207539e+01	9.712328e-01	2.232791e-02	-1.450224e+03
7.359471e+01	9.601918e-01	2.275672e-02	-1.447957e+03
7.206669e+01	9.714022e-01	2.244622e-02	-1.451626e+03
7.240926e+01	9.808982e-01	2.236905e-02	-1.449975e+03
7.263733e+01	9.869457e-01	2.260352e-02	-1.452492e+03
7.214539e+01	9.644090e-01	2.245048e-02	-1.451323e+03
7.448752e+01	9.472655e-01	2.226451e-02	-1.450420e+03
7.376510e+01	9.591541e-01	2.256408e-02	-1.451727e+03
7.212604e+01	9.579941e-01	2.253859e-02	-1.450004e+03
7.337813e+01	9.609887e-01	2.244155e-02	-1.450580e+03
7.396480e+01	9.542258e-01	2.233610e-02	-1.451100e+03
7.219787e+01	9.654094e-01	2.238050e-02	-1.451388e+03
7.271246e+01	9.581073e-01	2.239677e-02	-1.449165e+03
7.275169e+01	9.803013e-01	2.238629e-02	-1.449965e+03
7.335364e+01	9.823363e-01	2.240328e-02	-1.450779e+03
7.346366e+01	9.654133e-01	2.224639e-02	-1.450656e+03
7.137381e+01	9.544415e-01	2.246482e-02	-1.447997e+03
7.440886e+01	9.772757e-01	2.245773e-02	-1.450485e+03
7.334055e+01	9.748208e-01	2.248036e-02	-1.449621e+03
7.460377e+01	9.677131e-01	2.236829e-02	-1.450286e+03
7.216005e+01	9.620995e-01	2.237919e-02	-1.451586e+03
7.285519e+01	9.701304e-01	2.210128e-02	-1.452040e+03
7.421866e+01	9.477946e-01	2.236082e-02	-1.450172e+03
7.254572e+01	9.617403e-01	2.240445e-02	-1.449717e+03
7.145829e+01	9.758872e-01	2.265566e-02	-1.450628e+03
7.350516e+01	9.589747e-01	2.233477e-02	-1.452143e+03
7.337563e+01	9.602084e-01	2.254036e-02	-1.450668e+03
7.299982e+01	9.650533e-01	2.230886e-02	-1.450988e+03
7.350536e+01	9.756252e-01	2.241146e-02	-1.449933e+03
7.357163e+01	9.542085e-01	2.229463e-02	-1.451527e+03
7.285419e+01	9.561755e-01	2.250513e-02	-1.450328e+03
7.368050e+01	9.620602e-01	2.237393e-02	-1.450244e+03
7.361771e+01	9.821387e-01	2.208751e-02	-1.450611e+03
7.168557e+01	9.594302e-01	2.244469e-02	-1.448638e+03
7.130162e+01	9.729289e-01	2.244839e-02	-1.448469e+03
7.404032e+01	9.674960e-01	2.271929e-02	-1.450077e+03
7.388526e+01	9.644750e-01	2.241045e-02	-1.450548e+03
7.394273e+01	9.495736e-01	2.224013e-02	-1.450520e+03
7.361258e+01	9.896625e-01	2.233472e-02	-1.451659e+03
7.363126e+01	9.697654e-01	2.257142e-02	-1.450324e+03
7.316621e+01	9.637109e-01	2.232330e-02	-1.450550e+03
7.414045e+01	9.485225e-01	2.255421e-02	-1.450086e+03
7.440494e+01	9.617049e-01	2.233946e-02	-1.448425e+03
7.413841e+01	9.742201e-01	2.237081e-02	-1.450540e+03
7.265996e+01	9.640635e-01	2.246740e-02	-1.449724e+03
7.142853e+01	9.699533e-01	2.244588e-02	-1.449739e+03
7.308572e+01	9.572904e-01	2.232647e-02	-1.449835e+03
7.356124e+01	9.345835e-01	2.257515e-02	-1.451606e+03
7.266214e+01	9.484117e-01	2.251468e-02	-1.451415e+03
7.323095e+01	9.772935e-01	2.258420e-02	-1.451105e+03
7.270598e+01	9.584845e-01	2.239622e-02	-1.451593e+03
7.232550e+01	9.710566e-01	2.267064e-02	-1.451800e+03
7.329772e+01	9.793358e-01	2.247082e-02	-1.451767e+03
7.263252e+01	9.340355e-01	2.239229e-02	-1.448998e+03
7.316862e+01	9.891980e-01	2.255235e-02	-1.451212e+03
7.374412e+01	9.690077e-01	2.247486e-02	-1.450777e+03
7.256754e+01	9.632085e-01	2.272450e-02	-1.450277e+03
7.325758e+01	9.524029e-01	2.205948e-02	-1.450777e+03
7.216345e+01	9.757722e-01	2.254420e-02	-1.451937e+03
7.459902e+01	9.660088e-01	2.246216e-02	-1.450426e+03
7.246939e+01	9.552463e-01	2.212447e-02	-1.450285e+03
7.280618e+01	9.584817e-01	2.219404e-02	-1.450901e+03
7.377607e+01	9.595523e-01	2.278374e-02	-1.449893e+03
7.425274e+01	9.621200e-01	2.258744e-02	-1.450778e+03
7.422650e+01	9.504918e-01	2.248245e-02	-1.449945e+03
7.445846e+01	9.662643e-01	2.185744e-02	-1.450349e+03
7.263151e+01	9.426651e-01	2.222107e-02	-1.450991e+03
7.453829e+01	9.563836e-01	2.229907e-02	-1.450580e+03
7.372386e+01	9.564191e-01	2.246287e-02	-1.449051e+03
7.239816e+01	9.656987e-01	2.239731e-02	-1.450851e+03
7.276190e+01	9.667413e-01	2.231871e-02	-1.449247e+03
7.311651e+01	9.703024e-01	2.235355e-02	-1.449903e+03
7.373287e+01	9.800735e-01	2.255450e-02	-1.449237e+03
7.373661e+01	9.648625e-01	2.248691e-02	-1.450758e+03
7.255300e+01	9.715083e-01	2.250357e-02	-1.450109e+03
7.340900e+01	9.584624e-01	2.261502e-02	-1.450460e+03
7.308279e+01	9.787005e-01	2.215054e-02	-1.450577e+03
7.382360e+01	9.391618e-01	2.222821e-02	-1.451299e+03
7.396849e+01	9.602682e-01	2.241573e-02	-1.450086e+03
7.297781e+01	9.655119e-01	2.249794e-02	-1.449371e+03
7.211063e+01	9.419089e-01	2.255670e-02	-1.450146e+03
7.268166e+01	9.586986e-01	2.244407e-02	-1.449681e+03
7.437671e+01	9.605430e-01	2.262317e-02	-1.450343e+03
7.343873e+01	9.837974e-01	2.244248e-02	-1.452216e+03
7.279240e+01	9.665336e-01	2.272698e-02	-1.450917e+03
7.270888e+01	9.770441e-01	2.233312e-02	-1.449160e+03
7.389867e+01	9.642949e-01	2.228849e-02	-1.449200e+03
7.333626e+01	9.513217e-01	2.240672e-02	-1.451036e+03
7.228260e+01	9.506201e-01	2.260306e-02	-1.450289e+03
7.256672e+01	9.568532e-01	2.251991e-02	-1.450072e+03
7.376885e+01	9.604964e-01	2.230829e-02	-1.449645e+03
7.352697e+01	9.490935e-01	2.258230e-02	-1.449558e+03
7.344806e+01	9.471370e-01	2.246950e-02	-1.448366e+03
7.317214e+01	9.510068e-01	2.219971e-02	-1.450595e+03
7.465721e+01	9.693151e-01	2.254683e-02	-1.450854e+03
7.379054e+01	9.410360e-01	2.228198e-02	-1.451194e+03
7.123680e+01	9.802933e-01	2.252732e-02	-1.450651e+03
7.389364e+01	9.687649e-01	2.239801e-02	-1.451224e+03
7.264394e+01	9.863325e-01	2.240311e-02	-1.449871e+03
7.323510e+01	9.540545e-01	2.254935e-02	-1.449390e+03
7.422103e+01	9.581521e-01	2.248656e-02	-1.449895e+03
7.348036e+01	9.523148e-01	2.227142e-02	-1.450715e+03
7.355253e+01	9.572753e-01	2.237672e-02	-1.451449e+03
7.276955e+01	9.753898e-01	2.241615e-02	-1.449748e+03
7.174018e+01	9.477265e-01	2.241507e-02	-1.450213e+03
7.404097e+01	9.680222e-01	2.237639e-02	-1.449199e+03
7.310178e+01	9.448855e-01	2.260499e-02	-1.450383e+03
7.265960e+01	9.779684e-01	2.241993e-02	-1.450956e+03
7.302210e+01	9.723508e-01	2.239282e-02	-1.449777e+03
7.265621e+01	9.700921e-01	2.248604e-02	-1.450227e+03
7.370733e+01	9.703412e-01	2.220675e-02	-1.450874e+03
7.232793e+01	9.840860e-01	2.205496e-02	-1.451135e+03
7.265305e+01	9.612583e-01	2.256060e-02	-1.451121e+03
7.142857e+01	9.664257e-01	2.226756e-02	-1.451110e+03
7.201996e+01	9.697681e-01	2.235306e-02	-1.451461e+03
7.277012e+01	9.780040e-01	2.231828e-02	-1.450161e+03
7.188273e+01	9.580082e-01	2.250557e-02	-1.448430e+03
7.280324e+01	9.644033e-01	2.215450e-02	-1.450671e+03
7.261265e+01	9.699771e-01	2.246500e-02	-1.452902e+03
7.049666e+01	9.611238e-01	2.242497e-02	-1.451226e+03
7.305763e+01	9.643006e-01	2.265990e-02	-1.451221e+03
7.308834e+01	9.898201e-01	2.231883e-02	-1.451077e+03
7.149661e+01	9.562411e-01	2.222490e-02	-1.447630e+03
7.190519e+01	9.849380e-01	2.253530e-02	-1.449433e+03
7.296920e+01	9.657460e-01	2.211456e-02	-1.448990e+03
7.232256e+01	9.578553e-01	2.220985e-02	-1.450965e+03
7.235386e+01	9.470435e-01	2.237612e-02	-1.450385e+03
7.288725e+01	9.585387e-01	2.226664e-02	-1.449028e+03
7.295517e+01	9.832694e-01	2.249627e-02	-1.448519e+03
7.278055e+01	9.707241e-01	2.244039e-02	-1.451098e+03
7.368096e+01	9.406624e-01	2.261064e-02	-1.450670e+03
7.288828e+01	9.762649e-01	2.256873e-02	-1.450106e+03
7.366659e+01	9.637360e-01	2.259204e-02	-1.450509e+03
7.397334e+01	9.928580e-01	2.244983e-02	-1.451401e+03
7.267245e+01	9.757904e-01	2.248595e-02	-1.450302e+03
7.298361e+01	9.727107e-01	2.238604e-02	-1.450059e+03
7.287800e+01	9.608860e-01	2.235142e-02	-1.449483e+03
7.319358e+01	9.773177e-01	2.230450e-02	-1.449161e+03
7.281778e+01	9.662458e-01	2.226882e-02	-1.449400e+03
7.296150e+01	9.660377e-01	2.221618e-02	-1.450721e+03
7.454212e+01	9.862019e-01	2.231032e-02	-1.449949e+03
7.333908e+01	9.627808e-01	2.247510e-02	-1.449634e+03
7.252176e+01	9.654806e-01	2.238522e-02	-1.450252e+03
7.501983e+01	9.810258e-01	2.249338e-02	-1.449559e+03
7.338023e+01	9.722469e-01	2.259178e-02	-1.449293e+03
7.231391e+01	9.610471e-01	2.226057e-02	-1.449945e+03
7.310537e+01	9.996369e-01	2.220377e-02	-1.450227e+03
7.330727e+01	9.659849e-01	2.240465e-02	-1.449628e+03
7.247580e+01	9.670731e-01	2.220727e-02	-1.449452e+03
7.074412e+01	9.773342e-01	2.228359e-02	-1.450617e+03
7.247054e+01	9.769650e-01	2.264799e-02	-1.450532e+03
7.337355e+01	9.675902e-01	2.228887e-02	-1.450384e+03
7.370014e+01	9.612355e-01	2.244693e-02	-1.449438e+03
7.336860e+01	9.712470e-01	2.229879e-02	-1.449746e+03
7.329744e+01	9.785484e-01	2.246899e-02	-1.450881e+03
7.393005e+01	9.791367e-01	2.250119e-02	-1.449259e+03
7.346861e+01	9.570582e-01	2.252754e-02	-1.449953e+03
7.282056e+01	9.653653e-01	2.238410e-02	-1.450820e+03
7.390313e+01	9.839628e-01	2.253377e-02	-1.450671e+03
7.371814e+01	9.847289e-01	2.233306e-02	-1.449818e+03
7.156754e+01	9.760184e-01	2.271917e-02	-1.449386e+03
7.301146e+01	9.687843e-01	2.227634e-02	-1.450131e+03
7.374407e+01	9.525454e-01	2.254434e-02	-1.451796e+03
7.251208e+01	9.684534e-01	2.261678e-02	-1.450593e+03
7.337827e+01	9.797148e-01	2.271982e-02	-1.452113e+03
7.260148e+01	9.716180e-01	2.237940e-02	-1.450594e+03
7.262187e+01	9.843559e-01	2.261320e-02	-1.450914e+03
7.345904e+01	9.658655e-01	2.223865e-02	-1.449348e+03
7.370925e+01	9.623030e-01	2.219557e-02	-1.450524e+03
7.281594e+01	9.893944e-01	2.237913e-02	-1.451292e+03
7.240960e+01	9.623479e-01	2.243872e-02	-1.449768e+03
7.264401e+01	9.760473e-01	2.238215e-02	-1.451703e+03
7.197335e+01	9.589928e-01	2.250636e-02	-1.449838e+03
7.217852e+01	9.768496e-01	2.209385e-02	-1.449899e+03
7.297999e+01	9.486372e-01	2.229710e-02	-1.449178e+03
7.341128e+01	9.813524e-01	2.251461e-02	-1.451398e+03
7.376305e+01	9.555589e-01	2.247652e-02	-1.451401e+03
7.126977e+01	9.763452e-01	2.241766e-02	-1.450802e+03
7.350202e+01	9.675622e-01	2.253611e-02	-1.451327e+03
7.227744e+01	9.639650e-01	2.220743e-02	-1.450432e+03
7.312215e+01	9.648377e-01	2.242935e-02	-1.450062e+03
7.211572e+01	9.959191e-01	2.236220e-02	-1.450422e+03
7.254173e+01	9.507357e-01	2.258111e-02	-1.449093e+03
7.247940e+01	9.580113e-01	2.232898e-02	-1.449048e+03
7.222520e+01	9.735279e-01	2.230733e-02	-1.450646e+03
7.395662e+01	9.676854e-01	2.257396e-02	-1.451537e+03
7.268993e+01	9.665009e-01	2.227786e-02	-1.450810e+03
7.317570e+01	9.589944e-01	2.268248e-02	-1.449723e+03
7.355706e+01	9.789311e-01	2.243676e-02	-1.449676e+03
7.263448e+01	9.657941e-01	2.216117e-02	-1.451847e+03
7.329097e+01	9.658716e-01	2.257739e-02	-1.448779e+03
7.421120e+01	9.633317e-01	2.253092e-02	-1.450619e+03
7.322037e+01	9.797333e-01	2.244028e-02	-1.451102e+03
7.255317e+01	9.713814e-01	2.250861e-02	-1.450634e+03
7.248609e+01	9.799425e-01	2.260846e-02	-1.450732e+03
7.088027e+01	9.689029e-01	2.252835e-02	-1.451878e+03
7.206867e+01	9.786646e-01	2.257563e-02	-1.451076e+03
7.303640e+01	9.637575e-01	2.242196e-02	-1.451253e+03
7.319766e+01	9.676563e-01	2.259881e-02	-1.451299e+03
7.284283e+01	9.663955e-01	2.230041e-02	-1.451951e+03
7.389891e+01	9.771593e-01	2.230085e-02	-1.450852e+03
7.085708e+01	9.822439e-01	2.224309e-02	-1.450468e+03
7.374370e+01	9.781830e-01	2.239486e-02	-1.450357e+03
7.234350e+01	9.716184e-01	2.242470e-02	-1.451691e+03
7.294938e+01	9.693123e-01	2.226094e-02	-1.451079e+03
7.229974e+01	9.673258e-01	2.249262e-02	-1.450994e+03
7.360603e+01	9.689644e-01	2.215568e-02	-1.449604e+03
7.279890e+01	9.678242e-01	2.267073e-02	-1.450014e+03
7.314754e+01	9.568026e-01	2.226264e-02	-1.449604e+03
7.243629e+01	9.530283e-01	2.211391e-02	-1.449054e+03
7.248478e+01	9.641126e-01	2.244673e-02	-1.450527e+03
7.229639e+01	9.698105e-01	2.261580e-02	-1.450336e+03
7.204147e+01	9.711934e-01	2.246813e-02	-1.451096e+03
7.317919e+01	9.773001e-01	2.288593e-02	-1.450392e+03
7.256501e+01	9.591546e-01	2.243797e-02	-1.451409e+03
7.393065e+01	9.649290e-01	2.274324e-02	-1.448091e+03
7.377111e+01	9.586738e-01	2.254419e-02	-1.450238e+03
7.179228e+01	9.781402e-01	2.215200e-02	-1.449734e+03
7.263658e+01	9.718012e-01	2.254151e-02	-1.447919e+03
7.333299e+01	9.543524e-01	2.227483e-02	-1.450975e+03
7.298310e+01	9.611228e-01	2.255427e-02	-1.450136e+03
7.096233e+01	9.745608e-01	2.245591e-02	-1.450254e+03
7.311863e+01	9.563926e-01	2.244253e-02	-1.449442e+03
7.147266e+01	9.769459e-01	2.258292e-02	-1.452966e+03
7.263173e+01	9.885329e-01	2.256270e-02	-1.449667e+03
7.256811e+01	9.653452e-01	2.239357e-02	-1.450802e+03
7.361619e+01	9.699958e-01	2.217602e-02	-1.450855e+03
7.366276e+01	9.878187e-01	2.231699e-02	-1.448960e+03
7.203562e+01	9.870005e-01	2.236884e-02	-1.448859e+03
7.241876e+01	9.737362e-01	2.209473e-02	-1.450215e+03
7.363424e+01	9.855620e-01	2.228503e-02	-1.450162e+03
7.292555e+01	9.874891e-01	2.273737e-02	-1.451058e+03
7.307622e+01	9.545217e-01	2.239157e-02	-1.448755e+03
7.282256e+01	9.444673e-01	2.240701e-02	-1.448810e+03
7.211389e+01	9.765680e-01	2.238266e-02	-1.451266e+03
7.265446e+01	9.670025e-01	2.253672e-02	-1.450153e+03
7.334115e+01	9.527169e-01	2.250895e-02	-1.451355e+03
7.176119e+01	9.901421e-01	2.249725e-02	-1.451657e+03
7.399425e+01	9.557780e-01	2.251404e-02	-1.450065e+03
7.295357e+01	9.645811e-01	2.246864e-02	-1.450134e+03
7.224823e+01	9.845992e-01	2.240004e-02	-1.450844e+03
7.298936e+01	9.720410e-01	2.230720e-02	-1.450658e+03
7.292399e+01	9.718610e-01	2.231153e-02	-1.449982e+03
7.265941e+01	9.651842e-01	2.232393e-02	-1.449405e+03
7.421400e+01	9.751672e-01	2.219763e-02	-1.449001e+03
7.190846e+01	9.513199e-01	2.218379e-02	-1.450131e+03
7.337741e+01	9.586825e-01	2.248439e-02	-1.449866e+03
7.291414e+01	9.527304e-01	2.223627e-02	-1.451047e+03
7.295867e+01	9.609020e-01	2.231920e-02	-1.448599e+03
